,ans(1000),ans(100),ans(10),ans(1),+/-
88521,0,3,4,6,0
88522,0,0,6,0,0
88523,0,4,3,3,0
88524,0,0,2,9,1
88525,0,2,8,3,1
88526,0,5,2,9,0
88527,0,2,6,5,0
88528,0,7,1,1,0
88529,0,0,2,5,1
88530,0,6,7,0,0
88531,0,4,4,3,0
88532,0,4,6,8,0
88533,0,8,2,4,1
88534,0,6,9,4,1
88535,0,6,2,3,0
88536,0,1,4,0,1
88537,0,3,7,4,1
88538,0,1,1,1,1
88539,0,3,1,6,1
88540,0,0,9,5,0
88541,0,4,8,1,0
88542,0,0,1,7,1
88543,0,3,7,3,1
88544,0,1,3,8,1
88545,0,6,7,7,0
88546,0,0,1,2,0
88547,0,0,2,3,1
88548,0,3,6,0,1
88549,0,1,6,1,0
88550,0,1,5,0,1
88551,0,6,9,9,0
88552,0,6,0,2,1
88553,0,0,6,4,1
88554,0,0,5,7,0
88555,0,0,8,6,1
88556,0,7,8,7,1
88557,0,3,1,0,0
88558,0,4,9,3,0
88559,0,4,2,0,1
88560,0,5,1,3,1
88561,0,0,1,8,0
88562,0,0,5,3,1
88563,0,6,1,7,0
88564,0,6,6,7,0
88565,0,0,9,4,0
88566,0,7,5,4,0
88567,0,2,4,8,1
88568,0,2,5,4,1
88569,0,0,5,8,0
88570,0,4,1,8,1
88571,0,8,4,5,1
88572,0,1,6,6,0
88573,0,5,6,3,1
88574,0,0,0,1,0
88575,0,7,1,0,1
88576,0,0,0,8,0
88577,0,2,5,4,1
88578,0,0,9,6,1
88579,0,0,7,7,0
88580,0,6,3,5,1
88581,0,1,8,0,1
88582,0,1,8,1,1
88583,0,0,2,8,0
88584,0,6,0,1,1
88585,0,2,8,1,0
88586,0,3,2,3,1
88587,0,0,0,7,0
88588,0,4,4,4,0
88589,0,3,1,8,1
88590,0,2,6,5,1
88591,0,4,8,7,1
88592,0,6,7,9,0
88593,0,2,7,0,0
88594,0,3,6,0,0
88595,0,6,3,8,1
88596,0,3,5,9,1
88597,0,0,2,8,1
88598,0,8,2,6,1
88599,0,2,0,1,1
88600,0,5,0,8,1
88601,0,4,4,2,1
88602,0,0,1,8,1
88603,0,3,0,7,1
88604,0,0,2,9,0
88605,0,0,2,7,0
88606,0,1,5,4,0
88607,0,2,3,8,1
88608,0,1,2,6,0
88609,0,4,8,8,1
88610,0,3,1,6,1
88611,0,3,7,5,1
88612,0,6,6,5,1
88613,0,1,5,9,1
88614,0,1,2,8,1
88615,0,7,5,9,0
88616,0,0,4,3,1
88617,0,0,0,4,0
88618,0,0,4,2,1
88619,0,2,2,3,0
88620,0,8,1,5,1
88621,0,9,1,3,0
88622,0,5,8,9,1
88623,0,4,3,1,1
88624,0,5,1,9,0
88625,0,0,3,4,0
88626,0,1,3,7,0
88627,0,6,0,5,0
88628,0,6,9,8,0
88629,0,4,1,1,0
88630,0,0,6,3,1
88631,0,2,4,2,1
88632,0,7,5,4,1
88633,0,6,1,4,1
88634,0,4,7,3,0
88635,0,6,0,6,1
88636,0,5,6,7,0
88637,0,2,7,4,0
88638,0,2,9,9,1
88639,0,0,4,9,0
88640,0,4,1,7,1
88641,0,1,5,9,1
88642,0,5,0,1,1
88643,0,6,2,7,0
88644,0,4,1,5,0
88645,0,2,2,4,1
88646,0,2,4,5,1
88647,0,7,2,8,0
88648,0,1,6,1,1
88649,0,1,4,8,0
88650,0,2,2,2,0
88651,0,3,3,9,0
88652,0,0,0,7,1
88653,0,6,2,6,1
88654,0,2,1,6,1
88655,0,1,7,3,1
88656,0,4,0,0,1
88657,0,1,8,4,0
88658,0,9,8,0,0
88659,0,3,0,4,0
88660,0,4,5,8,1
88661,0,6,6,4,1
88662,0,1,0,9,1
88663,0,4,1,6,0
88664,0,1,1,4,1
88665,0,8,8,5,1
88666,0,5,1,2,0
88667,0,1,8,8,0
88668,0,4,1,1,0
88669,0,3,7,3,0
88670,0,4,7,0,1
88671,0,0,4,4,1
88672,0,7,5,7,0
88673,0,5,2,4,1
88674,0,0,2,1,1
88675,0,1,5,3,1
88676,0,3,8,9,1
88677,0,2,0,4,0
88678,0,0,3,4,1
88679,0,2,0,8,1
88680,0,1,5,1,1
88681,0,1,8,9,1
88682,0,0,7,3,1
88683,0,1,5,5,0
88684,0,5,7,6,0
88685,0,3,4,3,0
88686,0,5,5,7,0
88687,0,6,2,4,0
88688,0,7,3,9,1
88689,0,1,4,7,0
88690,0,3,9,8,0
88691,0,6,7,9,0
88692,0,5,3,0,1
88693,0,4,2,4,1
88694,0,4,4,0,0
88695,0,3,9,6,0
88696,0,2,5,6,0
88697,0,3,4,0,1
88698,0,2,4,6,0
88699,0,4,1,8,1
88700,0,4,0,6,0
88701,0,0,2,1,0
88702,0,2,9,4,0
88703,0,0,1,1,0
88704,0,0,2,0,0
88705,0,3,2,7,0
88706,0,2,0,5,0
88707,0,3,8,2,0
88708,0,3,4,8,1
88709,0,4,6,9,0
88710,0,0,5,5,0
88711,0,0,2,9,1
88712,0,1,9,9,1
88713,0,5,2,1,1
88714,0,7,0,9,0
88715,0,1,8,0,1
88716,0,0,5,4,1
88717,0,4,7,5,1
88718,0,5,4,5,0
88719,0,3,1,9,1
88720,0,1,1,0,1
88721,0,0,1,8,1
88722,0,1,9,4,1
88723,0,4,3,5,1
88724,0,2,7,7,0
88725,0,7,0,2,0
88726,0,2,0,4,1
88727,0,4,4,2,1
88728,0,2,0,3,1
88729,0,6,9,9,0
88730,0,6,5,6,1
88731,0,3,2,6,0
88732,0,2,8,9,1
88733,0,0,8,6,0
88734,0,3,1,0,0
88735,0,0,9,7,0
88736,0,2,4,2,0
88737,0,6,2,9,1
88738,0,0,7,9,1
88739,0,0,8,1,0
88740,0,5,8,9,1
88741,0,2,5,3,0
88742,0,9,2,7,1
88743,0,0,6,3,1
88744,0,4,7,7,1
88745,0,4,8,5,0
88746,0,3,3,4,0
88747,0,1,8,2,1
88748,0,1,9,4,1
88749,0,2,4,1,1
88750,0,2,5,4,0
88751,0,2,8,4,0
88752,0,0,1,0,0
88753,0,2,0,2,0
88754,0,2,6,3,0
88755,0,4,1,3,0
88756,0,3,8,2,0
88757,0,7,7,6,1
88758,0,1,9,9,1
88759,0,1,8,5,0
88760,0,0,4,1,1
88761,0,1,2,9,1
88762,0,1,0,5,1
88763,0,0,2,0,0
88764,0,0,2,0,0
88765,0,4,1,3,0
88766,0,2,1,5,0
88767,0,0,7,0,0
88768,0,1,6,7,1
88769,0,4,3,7,0
88770,0,1,0,7,1
88771,0,8,1,8,0
88772,0,4,5,8,0
88773,0,2,5,0,1
88774,0,2,2,3,0
88775,0,5,4,8,1
88776,0,5,6,2,0
88777,0,2,5,6,0
88778,0,3,0,8,0
88779,0,5,6,6,0
88780,0,0,5,6,1
88781,0,0,4,9,0
88782,0,0,5,7,0
88783,0,5,7,6,1
88784,0,7,9,9,0
88785,0,5,3,0,1
88786,0,4,0,4,1
88787,0,2,8,0,1
88788,0,4,7,2,0
88789,0,6,9,0,1
88790,0,4,3,3,1
88791,0,5,9,8,1
88792,0,5,9,8,1
88793,0,7,5,5,0
88794,0,0,2,9,0
88795,0,5,8,1,0
88796,0,1,9,3,0
88797,0,1,9,2,1
88798,0,0,1,3,0
88799,0,8,4,6,0
88800,0,2,1,7,0
88801,0,5,5,0,1
88802,0,4,0,6,1
88803,0,2,3,2,0
88804,0,1,2,7,0
88805,0,6,1,5,1
88806,0,0,4,4,1
88807,0,2,4,8,0
88808,0,1,3,5,1
88809,0,1,2,5,1
88810,0,1,4,1,0
88811,0,4,6,7,1
88812,0,2,9,7,1
88813,0,2,3,8,1
88814,0,1,7,9,1
88815,0,3,5,7,1
88816,0,0,2,6,1
88817,0,1,6,1,1
88818,0,2,8,1,1
88819,0,2,7,3,1
88820,0,3,2,1,1
88821,0,2,2,5,0
88822,0,6,7,9,0
88823,0,2,8,9,1
88824,0,1,7,3,1
88825,0,0,6,4,1
88826,0,0,0,4,1
88827,0,4,9,3,0
88828,0,5,8,2,1
88829,0,6,5,1,0
88830,0,6,8,1,0
88831,0,1,4,5,0
88832,0,0,6,7,0
88833,0,1,1,4,0
88834,0,2,7,4,0
88835,0,3,1,0,0
88836,0,6,2,0,0
88837,0,8,1,0,0
88838,0,1,9,4,0
88839,0,9,2,8,1
88840,0,2,0,4,0
88841,0,7,4,3,1
88842,0,1,1,1,1
88843,0,1,4,6,1
88844,0,2,0,0,0
88845,0,1,8,8,0
88846,0,1,1,9,1
88847,0,6,1,3,0
88848,0,0,1,7,0
88849,0,4,4,2,1
88850,0,7,0,0,0
88851,0,0,2,9,0
88852,0,5,3,5,1
88853,0,3,1,4,0
88854,0,0,3,4,1
88855,0,0,2,2,0
88856,0,2,6,7,0
88857,0,3,1,3,0
88858,0,4,3,5,1
88859,0,3,9,0,1
88860,0,0,5,7,1
88861,0,7,6,5,1
88862,0,3,3,0,1
88863,0,5,4,2,1
88864,0,2,7,4,0
88865,0,3,3,2,1
88866,0,3,6,9,1
88867,0,3,3,7,0
88868,0,1,0,2,1
88869,0,2,7,0,0
88870,0,3,1,1,1
88871,0,0,9,6,0
88872,0,1,6,8,1
88873,0,3,8,8,1
88874,0,5,9,8,0
88875,0,6,1,1,0
88876,0,0,3,6,0
88877,0,9,0,5,1
88878,0,6,9,6,0
88879,0,6,7,5,0
88880,0,0,8,7,0
88881,0,3,1,5,1
88882,0,0,9,5,1
88883,0,2,3,6,1
88884,0,8,3,4,1
88885,0,1,7,3,1
88886,0,3,5,0,1
88887,0,0,5,4,1
88888,0,1,9,0,1
88889,0,7,3,7,1
88890,0,6,6,8,1
88891,0,1,2,6,0
88892,0,0,7,3,1
88893,0,5,1,9,0
88894,0,7,0,0,0
88895,0,0,7,0,0
88896,0,3,5,6,0
88897,0,3,1,9,0
88898,0,9,1,6,1
88899,0,8,3,2,1
88900,0,1,4,2,0
88901,0,0,2,8,1
88902,0,4,2,4,1
88903,0,0,6,2,1
88904,0,2,4,6,1
88905,0,0,4,4,0
88906,0,4,1,9,0
88907,0,4,6,3,0
88908,0,0,7,5,0
88909,0,2,3,2,1
88910,0,1,2,2,0
88911,0,2,2,4,0
88912,0,0,2,2,1
88913,0,3,6,1,0
88914,0,3,7,2,1
88915,0,9,8,3,1
88916,0,4,5,2,0
88917,0,0,8,2,0
88918,0,1,1,8,1
88919,0,2,4,2,1
88920,0,0,1,6,1
88921,0,2,0,7,1
88922,0,5,8,1,1
88923,0,7,3,0,0
88924,0,0,9,6,0
88925,0,3,0,8,0
88926,0,0,4,6,0
88927,0,4,2,7,0
88928,0,0,6,5,1
88929,0,4,0,5,1
88930,0,0,6,3,0
88931,0,0,7,6,0
88932,0,3,7,3,0
88933,0,5,5,8,0
88934,0,1,9,1,0
88935,0,7,9,2,1
88936,0,2,4,7,1
88937,0,1,0,9,1
88938,0,3,4,6,0
88939,0,1,8,4,1
88940,0,1,1,6,0
88941,0,0,7,4,0
88942,0,2,2,4,1
88943,0,2,9,1,1
88944,0,5,2,9,1
88945,0,1,9,7,1
88946,0,0,2,0,0
88947,0,6,0,0,0
88948,0,0,3,7,1
88949,0,5,3,9,0
88950,0,1,0,2,1
88951,0,2,7,7,0
88952,0,3,2,8,1
88953,0,1,0,6,0
88954,0,2,6,9,1
88955,0,2,6,7,0
88956,0,5,1,1,0
88957,0,0,1,9,0
88958,0,4,3,1,0
88959,0,6,6,7,1
88960,0,7,2,5,0
88961,0,4,3,5,1
88962,0,0,5,0,1
88963,0,1,6,2,0
88964,0,5,2,3,1
88965,0,0,7,3,0
88966,0,7,1,9,0
88967,0,3,8,1,1
88968,0,3,4,7,1
88969,0,6,4,2,0
88970,0,0,7,3,1
88971,0,5,4,4,1
88972,0,5,6,6,1
88973,0,5,1,9,0
88974,0,6,8,6,0
88975,0,4,1,3,0
88976,0,3,7,4,0
88977,0,0,6,5,1
88978,0,4,9,7,0
88979,0,8,2,3,1
88980,0,0,3,9,1
88981,0,1,1,7,0
88982,0,3,0,7,1
88983,0,6,6,4,0
88984,0,6,6,3,0
88985,0,7,2,4,0
88986,0,1,8,5,1
88987,0,0,8,3,0
88988,0,1,2,7,0
88989,0,3,8,6,0
88990,0,1,3,6,0
88991,0,7,4,3,0
88992,0,2,3,8,0
88993,0,8,7,1,0
88994,0,7,7,4,0
88995,0,0,8,7,1
88996,0,4,4,6,1
88997,0,2,2,3,0
88998,0,4,1,4,0
88999,0,7,3,6,0
89000,0,0,4,4,0
89001,0,5,2,1,1
89002,0,6,3,8,0
89003,0,2,3,8,1
89004,0,0,0,9,0
89005,0,9,5,0,0
89006,0,0,1,0,1
89007,0,0,1,0,1
89008,0,1,9,5,0
89009,0,2,2,1,0
89010,0,8,4,0,1
89011,0,1,3,1,1
89012,0,4,6,8,0
89013,0,7,7,2,0
89014,0,6,8,5,0
89015,0,2,2,0,1
89016,0,2,6,8,0
89017,0,2,9,9,0
89018,0,0,1,1,0
89019,0,0,0,2,0
89020,0,1,5,1,0
89021,0,0,7,3,0
89022,0,5,0,5,0
89023,0,1,7,9,0
89024,0,4,4,4,1
89025,0,2,4,3,1
89026,0,6,4,4,0
89027,0,5,5,3,0
89028,0,2,0,3,1
89029,0,3,5,7,0
89030,0,1,2,0,1
89031,0,1,5,5,1
89032,0,6,8,8,1
89033,0,5,5,1,1
89034,0,4,9,5,0
89035,0,8,6,7,1
89036,0,0,9,6,0
89037,0,1,0,0,1
89038,0,0,7,9,1
89039,0,3,7,7,1
89040,0,8,4,6,0
89041,0,1,7,3,1
89042,0,1,2,9,0
89043,0,2,2,6,1
89044,0,7,9,0,0
89045,0,4,3,6,1
89046,0,2,8,5,0
89047,0,4,2,3,0
89048,0,2,7,1,0
89049,0,4,7,0,0
89050,0,2,7,3,1
89051,0,0,2,6,1
89052,0,5,2,4,1
89053,0,0,1,0,0
89054,0,2,7,1,0
89055,0,0,1,8,1
89056,0,2,8,3,1
89057,0,0,3,9,0
89058,0,1,3,2,0
89059,0,8,3,6,0
89060,0,2,0,2,0
89061,0,8,7,1,0
89062,0,3,0,0,1
89063,0,3,2,3,1
89064,0,2,8,5,1
89065,0,8,2,3,1
89066,0,1,5,8,0
89067,0,3,2,8,1
89068,0,2,3,8,1
89069,0,5,2,3,0
89070,0,5,1,6,0
89071,0,2,7,3,0
89072,0,1,1,6,0
89073,0,6,7,5,0
89074,0,1,7,5,1
89075,0,2,7,5,0
89076,0,1,4,4,0
89077,0,6,0,0,0
89078,0,0,0,8,0
89079,0,1,7,4,0
89080,0,2,1,8,0
89081,0,2,1,1,1
89082,0,6,2,0,0
89083,0,3,6,9,0
89084,0,1,8,9,0
89085,0,0,7,1,0
89086,0,0,3,3,0
89087,0,0,0,5,1
89088,0,1,0,5,1
89089,0,1,9,9,1
89090,0,2,6,6,1
89091,0,2,4,1,1
89092,0,0,0,0,0
89093,0,6,0,5,1
89094,0,0,9,2,0
89095,0,8,8,7,1
89096,0,6,6,5,0
89097,0,2,5,1,1
89098,0,4,7,6,1
89099,0,1,9,0,1
89100,0,0,5,3,0
89101,0,5,7,8,1
89102,0,0,6,2,1
89103,0,3,3,5,1
89104,0,4,6,7,0
89105,0,8,2,8,1
89106,0,6,4,0,0
89107,0,1,4,9,1
89108,0,4,1,9,1
89109,0,5,0,0,1
89110,0,5,7,0,0
89111,0,4,9,0,1
89112,0,1,0,1,1
89113,0,7,8,9,1
89114,0,0,0,3,1
89115,0,8,4,7,1
89116,0,3,5,7,1
89117,0,0,1,1,0
89118,0,3,8,7,1
89119,0,3,4,7,1
89120,0,1,2,5,1
89121,0,9,3,2,0
89122,0,1,2,2,0
89123,0,5,9,7,0
89124,0,0,9,7,1
89125,0,0,4,4,1
89126,0,3,0,9,1
89127,0,5,9,1,1
89128,0,0,8,1,1
89129,0,5,8,2,0
89130,0,3,1,5,1
89131,0,0,2,0,0
89132,0,1,8,0,0
89133,0,6,2,0,0
89134,0,4,6,8,1
89135,0,7,1,7,0
89136,0,6,9,4,0
89137,0,0,5,0,0
89138,0,5,4,8,1
89139,0,5,0,7,1
89140,0,3,1,9,1
89141,0,0,5,0,0
89142,0,0,2,9,0
89143,0,0,9,2,1
89144,0,5,6,4,0
89145,0,1,9,1,1
89146,0,2,1,9,0
89147,0,2,9,0,0
89148,0,0,8,7,1
89149,0,7,3,4,0
89150,0,0,6,6,0
89151,0,4,9,0,1
89152,0,6,7,4,0
89153,0,2,7,0,0
89154,0,4,8,4,1
89155,0,2,5,0,1
89156,0,1,6,4,1
89157,0,2,5,8,0
89158,0,1,8,5,1
89159,0,4,1,0,0
89160,0,4,8,7,0
89161,0,6,4,0,0
89162,0,6,2,3,0
89163,0,0,3,1,1
89164,0,1,5,7,1
89165,0,7,9,4,0
89166,0,3,1,0,1
89167,0,3,6,3,0
89168,0,0,5,4,0
89169,0,6,9,4,1
89170,0,1,8,4,1
89171,0,7,7,2,1
89172,0,1,8,5,0
89173,0,1,0,5,1
89174,0,2,2,2,0
89175,0,1,2,0,0
89176,0,4,0,1,0
89177,0,7,9,3,1
89178,0,2,7,5,0
89179,0,0,6,1,1
89180,0,5,1,6,1
89181,0,0,8,6,1
89182,0,0,5,4,1
89183,0,6,0,1,0
89184,0,2,0,4,1
89185,0,0,3,3,0
89186,0,2,8,1,1
89187,0,3,0,6,0
89188,0,6,5,1,1
89189,0,2,8,2,1
89190,0,8,9,6,1
89191,0,0,2,5,1
89192,0,0,3,1,0
89193,0,2,6,8,0
89194,0,7,1,9,0
89195,0,0,3,9,1
89196,0,2,3,4,1
89197,0,1,5,7,1
89198,0,3,2,9,1
89199,0,2,2,7,1
89200,0,3,7,1,0
89201,0,3,6,1,0
89202,0,0,0,2,0
89203,0,6,4,4,0
89204,0,1,0,1,0
89205,0,4,4,5,1
89206,0,1,1,3,0
89207,0,3,6,7,1
89208,0,1,8,7,1
89209,0,4,6,7,0
89210,0,7,2,8,0
89211,0,0,4,7,1
89212,0,4,5,1,1
89213,0,5,0,1,1
89214,0,2,9,6,1
89215,0,2,0,4,1
89216,0,3,9,6,0
89217,0,3,7,8,0
89218,0,3,9,7,1
89219,0,2,7,9,1
89220,0,7,9,9,1
89221,0,2,7,8,0
89222,0,2,6,0,0
89223,0,0,8,2,1
89224,0,4,0,5,0
89225,0,5,2,4,0
89226,0,5,3,4,0
89227,0,0,1,0,0
89228,0,4,2,1,1
89229,0,2,0,4,1
89230,0,2,1,2,0
89231,0,2,1,9,0
89232,0,3,5,1,0
89233,0,1,5,7,1
89234,0,1,3,2,0
89235,0,0,7,5,0
89236,0,2,0,8,1
89237,0,2,0,9,1
89238,0,3,9,1,0
89239,0,2,9,9,1
89240,0,3,4,5,0
89241,0,0,8,6,1
89242,0,2,6,7,0
89243,0,7,2,8,1
89244,0,0,9,2,0
89245,0,1,5,5,0
89246,0,5,5,9,1
89247,0,3,8,9,1
89248,0,5,0,7,1
89249,0,7,3,3,1
89250,0,8,3,5,1
89251,0,0,1,9,1
89252,0,1,2,5,1
89253,0,1,3,7,0
89254,0,5,2,0,0
89255,0,2,4,5,0
89256,0,9,5,6,1
89257,0,0,9,5,0
89258,0,1,8,4,0
89259,0,6,5,3,0
89260,0,5,6,6,1
89261,0,0,3,5,1
89262,0,5,4,8,0
89263,0,0,0,5,0
89264,0,5,2,6,0
89265,0,3,6,0,1
89266,0,1,3,2,1
89267,0,0,2,4,0
89268,0,4,6,1,1
89269,0,4,7,4,0
89270,0,6,5,8,1
89271,0,0,5,6,1
89272,0,0,8,9,1
89273,0,0,6,5,1
89274,0,5,7,6,0
89275,0,0,1,4,0
89276,0,0,9,5,1
89277,0,6,3,1,0
89278,0,1,4,6,0
89279,0,0,7,9,1
89280,0,6,3,6,0
89281,0,5,2,4,0
89282,0,2,8,5,0
89283,0,4,1,5,0
89284,0,3,4,4,0
89285,0,3,8,4,1
89286,0,0,2,8,0
89287,0,2,4,2,0
89288,0,5,8,4,0
89289,0,3,1,5,0
89290,0,2,7,4,0
89291,0,6,0,0,1
89292,0,1,5,6,0
89293,0,8,4,9,0
89294,0,6,0,1,1
89295,0,2,6,9,0
89296,0,3,5,8,1
89297,0,0,3,2,0
89298,0,6,4,6,1
89299,0,4,3,1,1
89300,0,1,9,7,0
89301,0,1,4,8,0
89302,0,0,5,4,0
89303,0,0,6,3,0
89304,0,8,0,4,1
89305,0,3,6,4,1
89306,0,3,9,5,1
89307,0,4,9,9,0
89308,0,0,8,4,0
89309,0,4,7,6,0
89310,0,8,1,4,0
89311,0,5,0,7,0
89312,0,1,8,8,0
89313,0,0,6,5,0
89314,0,1,6,2,1
89315,0,1,3,7,1
89316,0,0,0,1,1
89317,0,8,6,3,0
89318,0,6,6,6,1
89319,0,8,7,9,1
89320,0,0,3,0,0
89321,0,3,4,2,1
89322,0,0,1,6,1
89323,0,3,1,2,0
89324,0,4,9,6,1
89325,0,5,6,7,0
89326,0,0,4,5,0
89327,0,3,8,1,0
89328,0,3,4,4,1
89329,0,3,0,9,0
89330,0,4,8,5,1
89331,0,1,2,5,0
89332,0,2,0,9,1
89333,0,2,1,1,0
89334,0,3,3,2,0
89335,0,5,8,4,1
89336,0,3,3,6,0
89337,0,4,5,9,0
89338,0,6,2,6,0
89339,0,7,6,6,0
89340,0,1,8,4,1
89341,0,5,0,0,1
89342,0,2,3,8,0
89343,0,4,9,0,1
89344,0,4,3,1,1
89345,0,6,5,9,0
89346,0,0,4,2,1
89347,0,4,7,7,0
89348,0,1,8,3,1
89349,0,5,5,2,1
89350,0,0,9,6,1
89351,0,1,6,4,1
89352,0,4,9,4,0
89353,0,4,7,1,0
89354,0,4,1,6,1
89355,0,2,0,2,1
89356,0,3,3,7,0
89357,0,2,1,7,0
89358,0,2,3,8,0
89359,0,6,9,7,1
89360,0,0,2,0,0
89361,0,0,6,4,1
89362,0,3,7,5,1
89363,0,4,8,1,1
89364,0,4,9,6,1
89365,0,3,9,7,0
89366,0,2,4,7,1
89367,0,0,3,4,0
89368,0,3,0,8,0
89369,0,4,7,0,0
89370,0,0,6,1,0
89371,0,0,5,1,1
89372,0,6,8,2,1
89373,0,3,3,3,0
89374,0,0,0,3,0
89375,0,1,6,4,1
89376,0,4,6,0,1
89377,0,8,6,9,0
89378,0,0,1,7,0
89379,0,7,3,0,1
89380,0,3,8,1,1
89381,0,0,9,1,0
89382,0,7,5,7,1
89383,0,1,4,3,1
89384,0,0,9,0,0
89385,0,1,6,2,1
89386,0,1,1,7,1
89387,0,2,9,0,0
89388,0,0,2,3,0
89389,0,1,4,7,0
89390,0,0,1,2,0
89391,0,3,8,6,1
89392,0,2,3,5,0
89393,0,3,7,2,1
89394,0,4,4,0,1
89395,0,0,4,0,1
89396,0,1,7,2,1
89397,0,5,8,4,1
89398,0,2,1,3,0
89399,0,3,9,8,1
89400,0,3,3,5,1
89401,0,6,3,4,0
89402,0,7,7,1,0
89403,0,6,9,4,0
89404,0,3,5,0,0
89405,0,2,4,1,0
89406,0,2,5,0,1
89407,0,4,6,4,1
89408,0,4,5,2,0
89409,0,3,5,8,0
89410,0,2,2,4,0
89411,0,7,8,2,1
89412,0,4,6,1,0
89413,0,0,2,2,0
89414,0,1,9,3,1
89415,0,4,1,9,1
89416,0,7,1,9,1
89417,0,7,5,8,1
89418,0,5,4,7,0
89419,0,3,7,5,0
89420,0,1,2,4,0
89421,0,2,6,6,1
89422,0,2,5,7,0
89423,0,3,2,9,0
89424,0,4,8,5,1
89425,0,5,8,5,1
89426,0,0,7,7,1
89427,0,4,3,6,0
89428,0,1,3,7,1
89429,0,1,7,9,0
89430,0,1,8,7,0
89431,0,0,0,4,1
89432,0,4,7,5,1
89433,0,1,2,2,1
89434,0,1,0,6,0
89435,0,4,9,8,0
89436,0,0,6,8,1
89437,0,0,1,9,0
89438,0,0,9,3,0
89439,0,2,6,7,0
89440,0,5,8,1,1
89441,0,4,1,7,0
89442,0,4,5,6,1
89443,0,1,4,8,0
89444,0,5,9,1,0
89445,0,3,2,8,0
89446,0,2,1,0,0
89447,0,8,5,9,1
89448,0,4,9,8,0
89449,0,5,2,1,0
89450,0,0,9,0,1
89451,0,0,4,1,0
89452,0,0,7,5,0
89453,0,1,5,6,0
89454,0,3,5,7,1
89455,0,0,3,7,0
89456,0,4,7,7,0
89457,0,3,7,7,0
89458,0,1,2,9,1
89459,0,7,2,3,1
89460,0,1,8,0,0
89461,0,0,7,5,1
89462,0,0,6,1,1
89463,0,5,8,6,0
89464,0,3,7,7,1
89465,0,4,4,0,0
89466,0,2,8,3,0
89467,0,4,0,7,1
89468,0,3,1,7,1
89469,0,1,7,9,1
89470,0,2,7,1,1
89471,0,4,3,8,1
89472,0,5,1,9,0
89473,0,2,9,9,1
89474,0,0,2,5,1
89475,0,5,4,9,1
89476,0,7,4,9,1
89477,0,0,6,9,0
89478,0,0,9,6,0
89479,0,4,4,7,1
89480,0,0,6,3,1
89481,0,1,4,7,0
89482,0,5,7,8,1
89483,0,0,8,9,1
89484,0,8,1,4,0
89485,0,3,6,9,1
89486,0,2,1,1,1
89487,0,3,0,5,1
89488,0,1,6,9,0
89489,0,7,7,0,1
89490,0,7,4,2,1
89491,0,2,8,1,1
89492,0,0,6,8,0
89493,0,3,0,1,0
89494,0,4,0,7,0
89495,0,1,7,5,1
89496,0,5,2,8,0
89497,0,3,7,6,0
89498,0,4,6,3,1
89499,0,5,4,8,1
89500,0,3,6,9,0
89501,0,6,2,6,0
89502,0,0,7,0,1
89503,0,1,6,8,1
89504,0,2,0,8,1
89505,0,2,0,5,1
89506,0,8,1,3,0
89507,0,0,2,4,1
89508,0,3,5,3,0
89509,0,1,2,6,0
89510,0,6,6,7,1
89511,0,0,0,8,1
89512,0,2,1,6,0
89513,0,0,6,8,0
89514,0,7,7,7,0
89515,0,4,1,7,1
89516,0,0,4,2,1
89517,0,2,7,5,0
89518,0,3,6,6,0
89519,0,7,9,2,1
89520,0,1,5,0,1
89521,0,1,3,3,0
89522,0,6,6,8,0
89523,0,0,6,1,0
89524,0,2,0,7,1
89525,0,0,2,9,0
89526,0,1,3,4,1
89527,0,5,6,6,0
89528,0,0,1,6,0
89529,0,0,9,0,1
89530,0,1,5,3,1
89531,0,2,2,0,0
89532,0,1,4,8,1
89533,0,2,2,9,0
89534,0,2,8,9,1
89535,0,0,7,4,1
89536,0,6,6,1,1
89537,0,2,3,3,0
89538,0,7,2,9,1
89539,0,2,4,5,1
89540,0,4,4,3,1
89541,0,0,7,6,0
89542,0,2,4,2,0
89543,0,2,6,4,0
89544,0,3,5,8,1
89545,0,1,4,9,1
89546,0,1,9,2,0
89547,0,4,3,2,1
89548,0,8,1,7,1
89549,0,2,0,1,1
89550,0,0,4,7,1
89551,0,7,2,5,0
89552,0,5,5,2,0
89553,0,4,3,7,1
89554,0,4,0,8,1
89555,0,6,0,7,1
89556,0,0,9,8,1
89557,0,0,5,5,0
89558,0,0,3,9,0
89559,0,3,3,3,1
89560,0,0,5,2,1
89561,0,1,2,6,1
89562,0,0,1,5,1
89563,0,7,7,6,1
89564,0,1,4,8,0
89565,0,0,5,4,0
89566,0,0,2,7,0
89567,0,0,2,2,0
89568,0,2,6,7,0
89569,0,0,3,0,0
89570,0,0,7,7,0
89571,0,5,2,3,1
89572,0,5,6,0,0
89573,0,3,9,9,0
89574,0,2,9,2,1
89575,0,3,5,7,1
89576,0,4,9,8,1
89577,0,0,7,2,1
89578,0,3,8,0,1
89579,0,0,7,0,1
89580,0,7,1,9,0
89581,0,0,5,3,1
89582,0,4,4,1,1
89583,0,0,6,9,1
89584,0,9,1,3,0
89585,0,0,3,9,1
89586,0,3,5,5,1
89587,0,2,7,6,0
89588,0,1,0,7,1
89589,0,0,2,5,0
89590,0,1,2,8,0
89591,0,4,7,1,1
89592,0,3,8,7,1
89593,0,2,2,5,1
89594,0,0,7,9,0
